customer_id,name,age,gender,email,phone,signup_date,last_purchase,total_spent,purchase_count,city,subscription_status
63,Customer_63,21,M,user63@email.com,+1-555-638-5255,2020-03-03,2021-03-04,402.27,5,Chi,Active
64,Customer_64,42,Female,user64@email.com,+1-555-248-8397,2020-03-04,2021-03-05,252.55,7,New York,Active
65,Customer_65,77,Male,user65@email.com,+1-555-811-9258,2020-03-05,2021-03-06,70.62,6,Los Angeles,Inactive
66,Customer_66,31,Female,user66@email.com,+1-555-911-3428,2020-03-06,2021-03-07,1002.34,4,New York,inactive
67,Customer_67,67,Female,user67@email.com,+1-555-157-8426,2020-03-07,2021-03-08,85.56,8,Chicago,Active
68,Customer_68,75,Female,user68@email.com,+1-555-441-6249,2020-03-08,2021-03-09,185.38,4,Los Angeles,ACTIVE
69,Customer_69,26,Female,user69@email.com,+1-555-826-6291,2020-03-09,2021-03-10,171.28,3,Chi,active
70,Customer_70,43,Female,,+1-555-869-4874,2020-03-10,2021-03-11,1025.58,5,Phoenix,Inactive
71,Customer_71,70,Female,user71@email.com,+1-555-453-5211,2020-03-11,2021-03-12,558.44,10,Phoenix,Active
72,Customer_72,19,M,user72@email.com,+1-555-363-1661,2020-03-12,2021-03-13,796.49,6,Houston,ACTIVE
73,Customer_73,37,Male,user73@email.com,+1-555-911-4374,2020-03-13,2021-03-14,144.15,4,New York,Active
74,Customer_74,45,M,user74@email.com,+1-555-410-1207,2020-03-14,2021-03-15,490.25,3,Chicago,cancelled
75,Customer_75,64,Female,user75@email.com,invalid,2020-03-15,2021-03-16,424.02,3,nan,Inactive
76,Customer_76,77,female,user76@email.com,+1-555-717-3493,2020-03-16,2021-03-17,894.37,5,LA,active
77,Customer_77,24,Female,user77@email.com,+1-555-769-1632,2020-03-17,2021-03-18,1182.69,2,Chi,cancelled
78,Customer_78,61,nan,user78@email.com,+1-555-154-4083,2020-03-18,2021-03-19,6.12,6,LA,cancelled
79,Customer_79,78,M,user79@email.com,+1-555-756-4719,2020-03-19,2021-03-20,560.46,2,New York,Inactive
80,Customer_80,25,Male,,+1-555-614-2679,2020-03-20,2021-03-21,26.61,5,Los Angeles,Active
81,Customer_81,64,male,user81@email.com,+1-555-641-1236,2020-03-21,2021-03-22,397.99,2,New York,ACTIVE
82,Customer_82,52,Female,user82@email.com,+1-555-378-5443,2020-03-22,2021-03-23,169.58,6,Los Angeles,Inactive
83,Customer_83,31,Female,user83@email.com,+1-555-726-7099,2020-03-23,2021-03-24,183.2,3,New York,Active
84,Customer_84,34,Male,user84@email.com,+1-555-971-9555,2020-03-24,2021-03-25,217.67,5,Houston,nan
85,Customer_85,53,Female,user85@email.com,+1-555-420-1285,2020-03-25,2021-03-26,485.5,2,NYC,Active
86,Customer_86,67,Female,user86@email.com,+1-555-248-5037,2020-03-26,2021-03-27,203.27,6,Chi,Active
87,Customer_87,57,Female,user87@email.com,+1-555-505-8121,2020-03-27,2021-03-28,659.69,6,NYC,Active
88,Customer_88,21,female,user88@email.com,+1-555-555-5895,2020-03-28,2021-03-29,259.2,7,Chi,inactive
89,Customer_89,19,Male,user89@email.com,+1-555-260-2012,2020-03-29,2021-03-30,35.4,6,New York,inactive
90,Customer_90,79,Female,,invalid,2020-03-30,2021-03-31,765.68,6,New York,Inactive
91,Customer_91,23,Female,user91@email.com,+1-555-883-3785,2020-03-31,2021-04-01,168.27,4,NYC,Inactive
92,Customer_92,71,Male,user92@email.com,+1-555-608-4725,2020-04-01,2021-04-02,283.49,4,Los Angeles,Inactive
93,Customer_93,59,Female,user93@email.com,+1-555-903-5576,2020-04-02,2021-04-03,578.3,7,Los Angeles,inactive
94,Customer_94,21,M,user94@email.com,+1-555-762-7257,2020-04-03,2021-04-04,202.08,5,Los Angeles,Active
95,Customer_95,71,Female,user95@email.com,+1-555-848-3408,2020-04-04,2021-04-05,29.12,5,Los Angeles,nan
96,Customer_96,46,Male,user96@email.com,+1-555-440-3817,2020-04-05,2021-04-06,234.14,8,Houston,Active
97,Customer_97,35,Female,user97@email.com,+1-555-860-3496,2020-04-06,2021-04-07,1445.22,4,Chicago,nan
98,Customer_98,43,Male,user98@email.com,+1-555-942-6299,2020-04-07,2021-04-08,513.24,2,Houston,Active
99,Customer_99,61,female,user99@email.com,+1-555-801-8574,2020-04-08,2021-04-09,556.58,3,NYC,ACTIVE
100,Customer_100,51,Male,,+1-555-765-4267,2020-04-09,2021-04-10,500.22,4,Chicago,Active
101,Customer_101,27,Female,user101@email.com,+1-555-565-5406,2020-04-10,2021-04-11,110.94,6,Los Angeles,Active
102,Customer_102,79,nan,user102@email.com,+1-555-361-2442,2020-04-11,2021-04-12,270.93,9,New York,cancelled
103,Customer_103,53,Female,user103@email.com,+1-555-505-5437,2020-04-12,2021-04-13,695.03,3,Los Angeles,cancelled
104,Customer_104,31,nan,user104@email.com,+1-555-415-9435,2020-04-13,2021-04-14,53.44,5,NYC,Inactive
105,Customer_105,48,Male,user105@email.com,invalid,2020-04-14,2021-04-15,162.76,3,LA,ACTIVE
106,Customer_106,65,F,user106@email.com,+1-555-589-5107,2020-04-15,2021-04-16,161.7,2,NYC,active
107,Customer_107,32,Female,user107@email.com,+1-555-338-1560,2020-04-16,2021-04-17,282.83,4,Los Angeles,cancelled
108,Customer_108,25,F,user108@email.com,+1-555-141-9785,2020-04-17,2021-04-18,1965.32,9,Phoenix,Inactive
109,Customer_109,31,Male,user109@email.com,+1-555-528-2826,2020-04-18,2021-04-19,34.94,4,Phoenix,active
110,Customer_110,40,Male,,+1-555-257-8629,2020-04-19,2021-04-20,365.63,5,Houston,Inactive
111,Customer_111,77,Male,user111@email.com,+1-555-233-4138,2020-04-20,2021-04-21,98.84,8,Houston,Inactive
112,Customer_112,74,M,user112@email.com,+1-555-947-8693,2020-04-21,2021-04-22,1764.68,8,Houston,cancelled
113,Customer_113,79,male,user113@email.com,+1-555-172-8842,2020-04-22,2021-04-23,60.13,5,Phoenix,Active
114,Customer_114,57,F,user114@email.com,+1-555-677-8002,2020-04-23,2021-04-24,258.42,3,NYC,Active
115,Customer_115,38,Male,user115@email.com,+1-555-229-3978,2020-04-24,2021-04-25,669.49,9,New York,active
116,Customer_116,33,female,user116@email.com,+1-555-565-8373,2020-04-25,2021-04-26,609.64,2,NYC,inactive
117,Customer_117,62,Female,user117@email.com,+1-555-887-7097,2020-04-26,2021-04-27,274.72,8,New York,Active
118,Customer_118,35,Female,user118@email.com,+1-555-867-6656,2020-04-27,2021-04-28,212.72,7,New York,Inactive
119,Customer_119,64,Male,user119@email.com,+1-555-892-5259,2020-04-28,2021-04-29,253.43,6,nan,nan
120,Customer_120,70,F,,invalid,2020-04-29,2021-04-30,153.45,9,nan,Active
121,Customer_121,41,Male,user121@email.com,+1-555-194-6901,2020-04-30,2021-05-01,114.92,3,New York,inactive
122,Customer_122,43,Female,user122@email.com,+1-555-932-5917,2020-05-01,2021-05-02,329.89,6,Chicago,ACTIVE
123,Customer_123,42,male,user123@email.com,+1-555-337-3530,2020-05-02,2021-05-03,156.35,7,New York,Inactive
124,Customer_124,77,Male,user124@email.com,+1-555-124-6772,2020-05-03,2021-05-04,169.46,7,Houston,nan
125,Customer_125,77,Female,user125@email.com,+1-555-216-3529,2020-05-04,2021-05-05,534.66,5,LA,ACTIVE
126,Customer_126,77,Male,user126@email.com,+1-555-491-3964,2020-05-05,2021-05-06,1729.48,5,nan,Inactive
127,Customer_127,62,Female,user127@email.com,+1-555-636-8340,2020-05-06,2021-05-07,462.71,1,Phoenix,active
128,Customer_128,58,Female,user128@email.com,+1-555-111-8967,2020-05-07,2021-05-08,40.05,7,Chicago,inactive
129,Customer_129,46,Female,user129@email.com,+1-555-227-9734,2020-05-08,2021-05-09,39.3,4,Phoenix,active
130,Customer_130,32,M,,+1-555-945-6777,2020-05-09,2021-05-10,1512.3,7,Los Angeles,cancelled
131,Customer_131,62,Female,user131@email.com,+1-555-927-3494,2020-05-10,2021-05-11,176.41,5,Chi,Inactive
132,Customer_132,18,Female,user132@email.com,+1-555-489-3719,2020-05-11,2021-05-12,48.29,5,Chi,Active
133,Customer_133,42,F,user133@email.com,+1-555-960-5349,2020-05-12,2021-05-13,456.95,3,Phoenix,Active
134,Customer_134,24,Female,user134@email.com,+1-555-229-6179,2020-05-13,2021-05-14,488.62,5,Los Angeles,Active
135,Customer_135,26,Female,user135@email.com,invalid,2020-05-14,2021-05-15,522.78,5,Los Angeles,Active
136,Customer_136,41,Female,user136@email.com,+1-555-762-7610,2020-05-15,2021-05-16,155.58,4,New York,cancelled
137,Customer_137,18,Female,user137@email.com,+1-555-386-8154,2020-05-16,2021-05-17,7.61,3,LA,inactive
138,Customer_138,61,Female,user138@email.com,+1-555-616-7488,2020-05-17,2021-05-18,1676.42,3,Houston,inactive
139,Customer_139,25,female,user139@email.com,+1-555-741-7525,2020-05-18,2021-05-19,144.44,5,Los Angeles,inactive
140,Customer_140,41,M,,+1-555-878-1689,2020-05-19,2021-05-20,563.55,10,Houston,cancelled
141,Customer_141,28,Male,user141@email.com,+1-555-352-6175,2020-05-20,2021-05-21,613.16,2,LA,Inactive
142,Customer_142,68,Female,user142@email.com,+1-555-562-9648,2020-05-21,2021-05-22,470.81,5,New York,cancelled
143,Customer_143,34,Female,user143@email.com,+1-555-182-6448,2020-05-22,2021-05-23,187.64,3,Chi,Inactive
144,Customer_144,25,nan,user144@email.com,+1-555-255-7406,2020-05-23,2021-05-24,158.11,4,Chi,nan
145,Customer_145,52,Male,user145@email.com,+1-555-179-9591,2020-05-24,2021-05-25,455.24,6,Chi,inactive
146,Customer_146,52,Male,user146@email.com,+1-555-863-9800,2020-05-25,2021-05-26,1005.31,3,Chicago,Active
147,Customer_147,50,Female,user147@email.com,+1-555-359-2638,2020-05-26,2021-05-27,1466.23,4,Los Angeles,active
148,Customer_148,76,Female,user148@email.com,+1-555-651-7928,2020-05-27,2021-05-28,55.97,4,Chicago,active
149,Customer_149,22,female,user149@email.com,+1-555-200-2382,2020-05-28,2021-05-29,84.11,5,Los Angeles,Active
150,Customer_150,59,Male,,invalid,2020-05-29,2021-05-30,1447.82,8,New York,active
151,Customer_151,56,male,user151@email.com,+1-555-479-4292,2020-05-30,2021-05-31,666.92,5,Phoenix,Inactive
152,Customer_152,75,Male,user152@email.com,+1-555-919-1419,2020-05-31,2021-06-01,1072.76,6,Houston,Active
153,Customer_153,58,male,user153@email.com,+1-555-223-5517,2020-06-01,2021-06-02,113.22,3,Chi,nan
154,Customer_154,45,Male,user154@email.com,+1-555-330-8857,2020-06-02,2021-06-03,442.86,4,New York,inactive
155,Customer_155,24,Male,user155@email.com,+1-555-162-8870,2020-06-03,2021-06-04,603.89,5,Phoenix,cancelled
156,Customer_156,26,M,user156@email.com,+1-555-673-1767,2020-06-04,2021-06-05,569.89,6,LA,inactive
157,Customer_157,25,nan,user157@email.com,+1-555-582-2549,2020-06-05,2021-06-06,262.25,7,LA,Inactive
158,Customer_158,29,female,user158@email.com,+1-555-554-7140,2020-06-06,2021-06-07,7.76,5,Chi,active
159,Customer_159,51,Female,user159@email.com,+1-555-697-4716,2020-06-07,2021-06-08,437.25,2,NYC,inactive
160,Customer_160,50,nan,,+1-555-609-5481,2020-06-08,2021-06-09,145.91,6,Chi,nan
161,Customer_161,65,Male,user161@email.com,+1-555-673-8898,2020-06-09,2021-06-10,299.15,4,Los Angeles,Active
162,Customer_162,72,nan,user162@email.com,+1-555-504-3293,2020-06-10,2021-06-11,1580.08,2,Houston,cancelled
163,Customer_163,40,Female,user163@email.com,+1-555-841-8758,2020-06-11,2021-06-12,254.61,4,New York,nan
164,Customer_164,79,F,user164@email.com,+1-555-760-7793,2020-06-12,2021-06-13,915.67,2,New York,inactive
165,Customer_165,41,male,user165@email.com,invalid,2020-06-13,2021-06-14,104.46,3,Los Angeles,nan
166,Customer_166,54,F,user166@email.com,+1-555-570-8993,2020-06-14,2021-06-15,558.07,4,New York,Inactive
167,Customer_167,52,Female,user167@email.com,+1-555-987-6542,2020-06-15,2021-06-16,1886.28,7,Los Angeles,nan
168,Customer_168,61,Female,user168@email.com,+1-555-164-7356,2020-06-16,2021-06-17,53.73,5,New York,ACTIVE
169,Customer_169,57,male,user169@email.com,+1-555-341-8380,2020-06-17,2021-06-18,4.18,5,New York,Active
170,Customer_170,39,Male,,+1-555-792-3385,2020-06-18,2021-06-19,284.21,7,Chi,nan
171,Customer_171,44,nan,user171@email.com,+1-555-272-1671,2020-06-19,2021-06-20,48.6,9,New York,Inactive
172,Customer_172,52,F,user172@email.com,+1-555-263-9656,2020-06-20,2021-06-21,689.93,7,NYC,Inactive
173,Customer_173,18,Male,user173@email.com,+1-555-596-5795,2020-06-21,2021-06-22,1229.9,6,New York,active
174,Customer_174,52,F,user174@email.com,+1-555-494-5798,2020-06-22,2021-06-23,284.6,6,Chi,Active
175,Customer_175,54,Female,user175@email.com,+1-555-407-6887,2020-06-23,2021-06-24,149.68,9,Chi,Inactive
176,Customer_176,64,F,user176@email.com,+1-555-282-8961,2020-06-24,2021-06-25,284.94,2,NYC,cancelled
177,Customer_177,31,F,user177@email.com,+1-555-609-6827,2020-06-25,2021-06-26,642.68,3,NYC,Active
178,Customer_178,20,Male,user178@email.com,+1-555-645-5719,2020-06-26,2021-06-27,4.55,9,New York,Active
179,Customer_179,18,Female,user179@email.com,+1-555-863-1593,2020-06-27,2021-06-28,445.13,3,nan,Active
180,Customer_180,22,nan,,invalid,2020-06-28,2021-06-29,475.04,8,Chi,Inactive
181,Customer_181,43,Female,user181@email.com,+1-555-843-8394,2020-06-29,2021-06-30,507.63,5,Chi,ACTIVE
182,Customer_182,72,Female,user182@email.com,+1-555-844-4493,2020-06-30,2021-07-01,138.55,4,NYC,ACTIVE
183,Customer_183,31,Female,user183@email.com,+1-555-653-7164,2020-07-01,2021-07-02,625.97,9,Los Angeles,nan
184,Customer_184,56,Female,user184@email.com,+1-555-653-3672,2020-07-02,2021-07-03,47.92,2,Chi,inactive
185,Customer_185,44,Female,user185@email.com,+1-555-204-1016,2020-07-03,2021-07-04,111.12,5,Los Angeles,Active
186,Customer_186,26,Female,user186@email.com,+1-555-219-1392,2020-07-04,2021-07-05,1049.7,10,Phoenix,nan
187,Customer_187,32,Male,user187@email.com,+1-555-524-7272,2020-07-05,2021-07-06,671.09,5,New York,ACTIVE
188,Customer_188,32,M,user188@email.com,+1-555-229-1571,2020-07-06,2021-07-07,6.92,4,Chi,active
189,Customer_189,43,Male,user189@email.com,+1-555-659-7172,2020-07-07,2021-07-08,142.76,7,New York,inactive
190,Customer_190,59,Male,,+1-555-196-8177,2020-07-08,2021-07-09,120.66,3,Los Angeles,nan
191,Customer_191,77,Male,user191@email.com,+1-555-341-4897,2020-07-09,2021-07-10,157.91,6,Phoenix,ACTIVE
192,Customer_192,30,Male,user192@email.com,+1-555-331-9980,2020-07-10,2021-07-11,142.22,3,LA,Inactive
193,Customer_193,68,Female,user193@email.com,+1-555-383-9906,2020-07-11,2021-07-12,32.28,3,Phoenix,ACTIVE
194,Customer_194,49,M,user194@email.com,+1-555-858-1775,2020-07-12,2021-07-13,307.11,4,Los Angeles,Active
195,Customer_195,56,F,user195@email.com,invalid,2020-07-13,2021-07-14,659.75,1,New York,Inactive
196,Customer_196,66,Male,user196@email.com,+1-555-825-3247,2020-07-14,2021-07-15,466.63,2,LA,Inactive
197,Customer_197,69,female,user197@email.com,+1-555-178-9080,2020-07-15,2021-07-16,558.7,4,nan,Active
198,Customer_198,78,F,user198@email.com,+1-555-954-8340,2020-07-16,2021-07-17,42.32,5,LA,Active
199,Customer_199,49,Female,user199@email.com,+1-555-566-8083,2020-07-17,2021-07-18,1513.0,8,Houston,Active
200,Customer_200,21,nan,,+1-555-548-7230,2020-07-18,2021-07-19,911.6,7,Chi,inactive
201,Customer_201,47,nan,user201@email.com,+1-555-200-5940,2020-07-19,2021-07-20,817.61,7,Chicago,cancelled
202,Customer_202,54,Male,user202@email.com,+1-555-299-4456,2020-07-20,2021-07-21,865.76,2,Houston,nan
203,Customer_203,40,Female,user203@email.com,+1-555-720-9599,2020-07-21,2021-07-22,1349.38,6,Houston,Inactive
204,Customer_204,56,nan,user204@email.com,+1-555-582-3711,2020-07-22,2021-07-23,392.91,8,Chicago,active
205,Customer_205,62,F,user205@email.com,+1-555-116-2668,2020-07-23,2021-07-24,111.75,6,LA,nan
206,Customer_206,32,Male,user206@email.com,+1-555-247-7420,2020-07-24,2021-07-25,479.58,4,Houston,Active
207,Customer_207,60,F,user207@email.com,+1-555-331-1365,2020-07-25,2021-07-26,679.11,4,Los Angeles,ACTIVE
208,Customer_208,46,male,user208@email.com,+1-555-327-5531,2020-07-26,2021-07-27,669.55,4,Los Angeles,ACTIVE
209,Customer_209,53,F,user209@email.com,+1-555-498-6330,2020-07-27,2021-07-28,368.5,1,New York,Active
210,Customer_210,30,F,,invalid,2020-07-28,2021-07-29,35.46,6,Phoenix,cancelled
211,Customer_211,49,male,user211@email.com,+1-555-490-9754,2020-07-29,2021-07-30,231.9,8,Los Angeles,cancelled
212,Customer_212,24,Male,user212@email.com,+1-555-590-9964,2020-07-30,2021-07-31,1267.68,7,New York,Active
213,Customer_213,76,Male,user213@email.com,+1-555-449-6439,2020-07-31,2021-08-01,439.07,7,NYC,Active
214,Customer_214,68,M,user214@email.com,+1-555-237-7511,2020-08-01,2021-08-02,386.45,6,NYC,Active
215,Customer_215,39,nan,user215@email.com,+1-555-319-8504,2020-08-02,2021-08-03,156.57,6,LA,Inactive
216,Customer_216,45,Female,user216@email.com,+1-555-322-4839,2020-08-03,2021-08-04,229.79,4,Houston,active
217,Customer_217,19,Female,user217@email.com,+1-555-459-3376,2020-08-04,2021-08-05,1128.55,3,Chi,active
218,Customer_218,59,M,user218@email.com,+1-555-562-2827,2020-08-05,2021-08-06,549.0,6,Chi,Active
219,Customer_219,62,Female,user219@email.com,+1-555-481-7979,2020-08-06,2021-08-07,774.14,3,LA,nan
220,Customer_220,79,F,,+1-555-689-9569,2020-08-07,2021-08-08,302.88,10,Phoenix,Inactive
221,Customer_221,74,female,user221@email.com,+1-555-218-5285,2020-08-08,2021-08-09,497.46,5,Los Angeles,Active
222,Customer_222,70,M,user222@email.com,+1-555-866-9561,2020-08-09,2021-08-10,142.76,6,nan,Inactive
223,Customer_223,23,Female,user223@email.com,+1-555-877-3196,2020-08-10,2021-08-11,611.17,6,Los Angeles,active
224,Customer_224,45,Female,user224@email.com,+1-555-775-9843,2020-08-11,2021-08-12,278.96,4,Los Angeles,Inactive
225,Customer_225,45,Female,user225@email.com,invalid,2020-08-12,2021-08-13,292.19,6,Chicago,Active
226,Customer_226,61,Female,user226@email.com,+1-555-958-6607,2020-08-13,2021-08-14,523.94,5,New York,Active
227,Customer_227,61,Female,user227@email.com,+1-555-869-1780,2020-08-14,2021-08-15,1376.63,3,nan,cancelled
228,Customer_228,37,Female,user228@email.com,+1-555-792-7303,2020-08-15,2021-08-16,33.07,2,Phoenix,nan
229,Customer_229,47,Male,user229@email.com,+1-555-450-4983,2020-08-16,2021-08-17,870.75,3,Phoenix,Inactive
230,Customer_230,79,Male,,+1-555-387-9714,2020-08-17,2021-08-18,172.93,2,NYC,Inactive
231,Customer_231,28,Female,user231@email.com,+1-555-621-8569,2020-08-18,2021-08-19,293.42,8,Houston,inactive
232,Customer_232,75,Female,user232@email.com,+1-555-282-6784,2020-08-19,2021-08-20,11.08,7,New York,ACTIVE
233,Customer_233,72,Female,user233@email.com,+1-555-587-6946,2020-08-20,2021-08-21,179.09,4,Phoenix,Inactive
234,Customer_234,45,F,user234@email.com,+1-555-945-7267,2020-08-21,2021-08-22,349.21,3,NYC,nan
235,Customer_235,42,M,user235@email.com,+1-555-725-3461,2020-08-22,2021-08-23,28.91,3,Chicago,active
236,Customer_236,56,Male,user236@email.com,+1-555-824-1685,2020-08-23,2021-08-24,337.75,6,LA,Inactive
237,Customer_237,79,female,user237@email.com,+1-555-212-8031,2020-08-24,2021-08-25,1309.41,5,Los Angeles,inactive
238,Customer_238,50,Female,user238@email.com,+1-555-221-6341,2020-08-25,2021-08-26,55.69,1,Los Angeles,nan
239,Customer_239,18,F,user239@email.com,+1-555-730-1038,2020-08-26,2021-08-27,722.9,8,New York,ACTIVE
240,Customer_240,74,Female,,invalid,2020-08-27,2021-08-28,263.54,9,Chicago,Active
241,Customer_241,44,nan,user241@email.com,+1-555-596-5875,2020-08-28,2021-08-29,532.36,4,LA,Inactive
242,Customer_242,79,F,user242@email.com,+1-555-332-8697,2020-08-29,2021-08-30,150.71,7,LA,Inactive
243,Customer_243,74,F,user243@email.com,+1-555-248-8165,2020-08-30,2021-08-31,86.87,3,Chicago,Inactive
