customer_id,name,age,gender,email,phone,signup_date,last_purchase,total_spent,purchase_count,city,subscription_status
76,Customer_76,77,Female,user76@email.com,+1-555-717-3493,2020-03-16,2021-03-17,894.37,5,Los Angeles,Active
77,Customer_77,24,Female,user77@email.com,+1-555-769-1632,2020-03-17,2021-03-18,1182.69,2,Chicago,Inactive
78,Customer_78,61,Female,user78@email.com,+1-555-154-4083,2020-03-18,2021-03-19,6.12,6,Los Angeles,Inactive
79,Customer_79,78,Male,user79@email.com,+1-555-756-4719,2020-03-19,2021-03-20,560.46,2,New York,Inactive
81,Customer_81,64,Male,user81@email.com,+1-555-641-1236,2020-03-21,2021-03-22,397.99,2,New York,Active
82,Customer_82,52,Female,user82@email.com,+1-555-378-5443,2020-03-22,2021-03-23,169.58,6,Los Angeles,Inactive
83,Customer_83,31,Female,user83@email.com,+1-555-726-7099,2020-03-23,2021-03-24,183.2,3,New York,Active
84,Customer_84,34,Male,user84@email.com,+1-555-971-9555,2020-03-24,2021-03-25,217.67,5,Houston,Active
85,Customer_85,53,Female,user85@email.com,+1-555-420-1285,2020-03-25,2021-03-26,485.5,2,New York,Active
86,Customer_86,67,Female,user86@email.com,+1-555-248-5037,2020-03-26,2021-03-27,203.27,6,Chicago,Active
87,Customer_87,57,Female,user87@email.com,+1-555-505-8121,2020-03-27,2021-03-28,659.69,6,New York,Active
88,Customer_88,21,Female,user88@email.com,+1-555-555-5895,2020-03-28,2021-03-29,259.2,7,Chicago,Inactive
89,Customer_89,19,Male,user89@email.com,+1-555-260-2012,2020-03-29,2021-03-30,35.4,6,New York,Inactive
91,Customer_91,23,Female,user91@email.com,+1-555-883-3785,2020-03-31,2021-04-01,168.27,4,New York,Inactive
92,Customer_92,71,Male,user92@email.com,+1-555-608-4725,2020-04-01,2021-04-02,283.49,4,Los Angeles,Inactive
93,Customer_93,59,Female,user93@email.com,+1-555-903-5576,2020-04-02,2021-04-03,578.3,7,Los Angeles,Inactive
94,Customer_94,21,Male,user94@email.com,+1-555-762-7257,2020-04-03,2021-04-04,202.08,5,Los Angeles,Active
95,Customer_95,71,Female,user95@email.com,+1-555-848-3408,2020-04-04,2021-04-05,29.12,5,Los Angeles,Active
96,Customer_96,46,Male,user96@email.com,+1-555-440-3817,2020-04-05,2021-04-06,234.14,8,Houston,Active
97,Customer_97,35,Female,user97@email.com,+1-555-860-3496,2020-04-06,2021-04-07,1445.22,4,Chicago,Active
98,Customer_98,43,Male,user98@email.com,+1-555-942-6299,2020-04-07,2021-04-08,513.24,2,Houston,Active
99,Customer_99,61,Female,user99@email.com,+1-555-801-8574,2020-04-08,2021-04-09,556.58,3,New York,Active
101,Customer_101,27,Female,user101@email.com,+1-555-565-5406,2020-04-10,2021-04-11,110.94,6,Los Angeles,Active
102,Customer_102,79,Female,user102@email.com,+1-555-361-2442,2020-04-11,2021-04-12,270.93,9,New York,Inactive
103,Customer_103,53,Female,user103@email.com,+1-555-505-5437,2020-04-12,2021-04-13,695.03,3,Los Angeles,Inactive
104,Customer_104,31,Female,user104@email.com,+1-555-415-9435,2020-04-13,2021-04-14,53.44,5,New York,Inactive
105,Customer_105,48,Male,user105@email.com,,2020-04-14,2021-04-15,162.76,3,Los Angeles,Active
106,Customer_106,65,Female,user106@email.com,+1-555-589-5107,2020-04-15,2021-04-16,161.7,2,New York,Active
107,Customer_107,32,Female,user107@email.com,+1-555-338-1560,2020-04-16,2021-04-17,282.83,4,Los Angeles,Inactive
108,Customer_108,25,Female,user108@email.com,+1-555-141-9785,2020-04-17,2021-04-18,1459.3574999999996,9,Phoenix,Inactive
109,Customer_109,31,Male,user109@email.com,+1-555-528-2826,2020-04-18,2021-04-19,34.94,4,Phoenix,Active
111,Customer_111,77,Male,user111@email.com,+1-555-233-4138,2020-04-20,2021-04-21,98.84,8,Houston,Inactive
112,Customer_112,74,Male,user112@email.com,+1-555-947-8693,2020-04-21,2021-04-22,1459.3574999999996,8,Houston,Inactive
113,Customer_113,79,Male,user113@email.com,+1-555-172-8842,2020-04-22,2021-04-23,60.13,5,Phoenix,Active
114,Customer_114,57,Female,user114@email.com,+1-555-677-8002,2020-04-23,2021-04-24,258.42,3,New York,Active
115,Customer_115,38,Male,user115@email.com,+1-555-229-3978,2020-04-24,2021-04-25,669.49,9,New York,Active
116,Customer_116,33,Female,user116@email.com,+1-555-565-8373,2020-04-25,2021-04-26,609.64,2,New York,Inactive
117,Customer_117,62,Female,user117@email.com,+1-555-887-7097,2020-04-26,2021-04-27,274.72,8,New York,Active
118,Customer_118,35,Female,user118@email.com,+1-555-867-6656,2020-04-27,2021-04-28,212.72,7,New York,Inactive
119,Customer_119,64,Male,user119@email.com,+1-555-892-5259,2020-04-28,2021-04-29,253.43,6,New York,Active
121,Customer_121,41,Male,user121@email.com,+1-555-194-6901,2020-04-30,2021-05-01,114.92,3,New York,Inactive
122,Customer_122,43,Female,user122@email.com,+1-555-932-5917,2020-05-01,2021-05-02,329.89,6,Chicago,Active
123,Customer_123,42,Male,user123@email.com,+1-555-337-3530,2020-05-02,2021-05-03,156.35,7,New York,Inactive
124,Customer_124,77,Male,user124@email.com,+1-555-124-6772,2020-05-03,2021-05-04,169.46,7,Houston,Active
125,Customer_125,77,Female,user125@email.com,+1-555-216-3529,2020-05-04,2021-05-05,534.66,5,Los Angeles,Active
126,Customer_126,77,Male,user126@email.com,+1-555-491-3964,2020-05-05,2021-05-06,1459.3574999999996,5,New York,Inactive
127,Customer_127,62,Female,user127@email.com,+1-555-636-8340,2020-05-06,2021-05-07,462.71,1,Phoenix,Active
128,Customer_128,58,Female,user128@email.com,+1-555-111-8967,2020-05-07,2021-05-08,40.05,7,Chicago,Inactive
129,Customer_129,46,Female,user129@email.com,+1-555-227-9734,2020-05-08,2021-05-09,39.3,4,Phoenix,Active
131,Customer_131,62,Female,user131@email.com,+1-555-927-3494,2020-05-10,2021-05-11,176.41,5,Chicago,Inactive
132,Customer_132,18,Female,user132@email.com,+1-555-489-3719,2020-05-11,2021-05-12,48.29,5,Chicago,Active
133,Customer_133,42,Female,user133@email.com,+1-555-960-5349,2020-05-12,2021-05-13,456.95,3,Phoenix,Active
134,Customer_134,24,Female,user134@email.com,+1-555-229-6179,2020-05-13,2021-05-14,488.62,5,Los Angeles,Active
135,Customer_135,26,Female,user135@email.com,,2020-05-14,2021-05-15,522.78,5,Los Angeles,Active
136,Customer_136,41,Female,user136@email.com,+1-555-762-7610,2020-05-15,2021-05-16,155.58,4,New York,Inactive
137,Customer_137,18,Female,user137@email.com,+1-555-386-8154,2020-05-16,2021-05-17,7.61,3,Los Angeles,Inactive
138,Customer_138,61,Female,user138@email.com,+1-555-616-7488,2020-05-17,2021-05-18,1459.3574999999996,3,Houston,Inactive
139,Customer_139,25,Female,user139@email.com,+1-555-741-7525,2020-05-18,2021-05-19,144.44,5,Los Angeles,Inactive
141,Customer_141,28,Male,user141@email.com,+1-555-352-6175,2020-05-20,2021-05-21,613.16,2,Los Angeles,Inactive
142,Customer_142,68,Female,user142@email.com,+1-555-562-9648,2020-05-21,2021-05-22,470.81,5,New York,Inactive
143,Customer_143,34,Female,user143@email.com,+1-555-182-6448,2020-05-22,2021-05-23,187.64,3,Chicago,Inactive
144,Customer_144,25,Female,user144@email.com,+1-555-255-7406,2020-05-23,2021-05-24,158.11,4,Chicago,Active
145,Customer_145,52,Male,user145@email.com,+1-555-179-9591,2020-05-24,2021-05-25,455.24,6,Chicago,Inactive
146,Customer_146,52,Male,user146@email.com,+1-555-863-9800,2020-05-25,2021-05-26,1005.31,3,Chicago,Active
147,Customer_147,50,Female,user147@email.com,+1-555-359-2638,2020-05-26,2021-05-27,1459.3574999999996,4,Los Angeles,Active
148,Customer_148,76,Female,user148@email.com,+1-555-651-7928,2020-05-27,2021-05-28,55.97,4,Chicago,Active
149,Customer_149,22,Female,user149@email.com,+1-555-200-2382,2020-05-28,2021-05-29,84.11,5,Los Angeles,Active
151,Customer_151,56,Male,user151@email.com,+1-555-479-4292,2020-05-30,2021-05-31,666.92,5,Phoenix,Inactive
152,Customer_152,75,Male,user152@email.com,+1-555-919-1419,2020-05-31,2021-06-01,1072.76,6,Houston,Active
153,Customer_153,58,Male,user153@email.com,+1-555-223-5517,2020-06-01,2021-06-02,113.22,3,Chicago,Active
154,Customer_154,45,Male,user154@email.com,+1-555-330-8857,2020-06-02,2021-06-03,442.86,4,New York,Inactive
155,Customer_155,24,Male,user155@email.com,+1-555-162-8870,2020-06-03,2021-06-04,603.89,5,Phoenix,Inactive
156,Customer_156,26,Male,user156@email.com,+1-555-673-1767,2020-06-04,2021-06-05,569.89,6,Los Angeles,Inactive
157,Customer_157,25,Female,user157@email.com,+1-555-582-2549,2020-06-05,2021-06-06,262.25,7,Los Angeles,Inactive
158,Customer_158,29,Female,user158@email.com,+1-555-554-7140,2020-06-06,2021-06-07,7.76,5,Chicago,Active
159,Customer_159,51,Female,user159@email.com,+1-555-697-4716,2020-06-07,2021-06-08,437.25,2,New York,Inactive
161,Customer_161,65,Male,user161@email.com,+1-555-673-8898,2020-06-09,2021-06-10,299.15,4,Los Angeles,Active
162,Customer_162,72,Female,user162@email.com,+1-555-504-3293,2020-06-10,2021-06-11,1459.3574999999996,2,Houston,Inactive
163,Customer_163,40,Female,user163@email.com,+1-555-841-8758,2020-06-11,2021-06-12,254.61,4,New York,Active
164,Customer_164,79,Female,user164@email.com,+1-555-760-7793,2020-06-12,2021-06-13,915.67,2,New York,Inactive
165,Customer_165,41,Male,user165@email.com,,2020-06-13,2021-06-14,104.46,3,Los Angeles,Active
166,Customer_166,54,Female,user166@email.com,+1-555-570-8993,2020-06-14,2021-06-15,558.07,4,New York,Inactive
167,Customer_167,52,Female,user167@email.com,+1-555-987-6542,2020-06-15,2021-06-16,1459.3574999999996,7,Los Angeles,Active
168,Customer_168,61,Female,user168@email.com,+1-555-164-7356,2020-06-16,2021-06-17,53.73,5,New York,Active
169,Customer_169,57,Male,user169@email.com,+1-555-341-8380,2020-06-17,2021-06-18,4.18,5,New York,Active
171,Customer_171,44,Female,user171@email.com,+1-555-272-1671,2020-06-19,2021-06-20,48.6,9,New York,Inactive
172,Customer_172,52,Female,user172@email.com,+1-555-263-9656,2020-06-20,2021-06-21,689.93,7,New York,Inactive
173,Customer_173,18,Male,user173@email.com,+1-555-596-5795,2020-06-21,2021-06-22,1229.9,6,New York,Active
174,Customer_174,52,Female,user174@email.com,+1-555-494-5798,2020-06-22,2021-06-23,284.6,6,Chicago,Active
175,Customer_175,54,Female,user175@email.com,+1-555-407-6887,2020-06-23,2021-06-24,149.68,9,Chicago,Inactive
176,Customer_176,64,Female,user176@email.com,+1-555-282-8961,2020-06-24,2021-06-25,284.94,2,New York,Inactive
177,Customer_177,31,Female,user177@email.com,+1-555-609-6827,2020-06-25,2021-06-26,642.68,3,New York,Active
178,Customer_178,20,Male,user178@email.com,+1-555-645-5719,2020-06-26,2021-06-27,4.55,9,New York,Active
179,Customer_179,18,Female,user179@email.com,+1-555-863-1593,2020-06-27,2021-06-28,445.13,3,New York,Active
181,Customer_181,43,Female,user181@email.com,+1-555-843-8394,2020-06-29,2021-06-30,507.63,5,Chicago,Active
182,Customer_182,72,Female,user182@email.com,+1-555-844-4493,2020-06-30,2021-07-01,138.55,4,New York,Active
183,Customer_183,31,Female,user183@email.com,+1-555-653-7164,2020-07-01,2021-07-02,625.97,9,Los Angeles,Active
184,Customer_184,56,Female,user184@email.com,+1-555-653-3672,2020-07-02,2021-07-03,47.92,2,Chicago,Inactive
185,Customer_185,44,Female,user185@email.com,+1-555-204-1016,2020-07-03,2021-07-04,111.12,5,Los Angeles,Active
186,Customer_186,26,Female,user186@email.com,+1-555-219-1392,2020-07-04,2021-07-05,1049.7,10,Phoenix,Active
187,Customer_187,32,Male,user187@email.com,+1-555-524-7272,2020-07-05,2021-07-06,671.09,5,New York,Active
188,Customer_188,32,Male,user188@email.com,+1-555-229-1571,2020-07-06,2021-07-07,6.92,4,Chicago,Active
189,Customer_189,43,Male,user189@email.com,+1-555-659-7172,2020-07-07,2021-07-08,142.76,7,New York,Inactive
191,Customer_191,77,Male,user191@email.com,+1-555-341-4897,2020-07-09,2021-07-10,157.91,6,Phoenix,Active
192,Customer_192,30,Male,user192@email.com,+1-555-331-9980,2020-07-10,2021-07-11,142.22,3,Los Angeles,Inactive
193,Customer_193,68,Female,user193@email.com,+1-555-383-9906,2020-07-11,2021-07-12,32.28,3,Phoenix,Active
194,Customer_194,49,Male,user194@email.com,+1-555-858-1775,2020-07-12,2021-07-13,307.11,4,Los Angeles,Active
195,Customer_195,56,Female,user195@email.com,,2020-07-13,2021-07-14,659.75,1,New York,Inactive
196,Customer_196,66,Male,user196@email.com,+1-555-825-3247,2020-07-14,2021-07-15,466.63,2,Los Angeles,Inactive
197,Customer_197,69,Female,user197@email.com,+1-555-178-9080,2020-07-15,2021-07-16,558.7,4,New York,Active
198,Customer_198,78,Female,user198@email.com,+1-555-954-8340,2020-07-16,2021-07-17,42.32,5,Los Angeles,Active
199,Customer_199,49,Female,user199@email.com,+1-555-566-8083,2020-07-17,2021-07-18,1459.3574999999996,8,Houston,Active
201,Customer_201,47,Female,user201@email.com,+1-555-200-5940,2020-07-19,2021-07-20,817.61,7,Chicago,Inactive
202,Customer_202,54,Male,user202@email.com,+1-555-299-4456,2020-07-20,2021-07-21,865.76,2,Houston,Active
203,Customer_203,40,Female,user203@email.com,+1-555-720-9599,2020-07-21,2021-07-22,1349.38,6,Houston,Inactive
204,Customer_204,56,Female,user204@email.com,+1-555-582-3711,2020-07-22,2021-07-23,392.91,8,Chicago,Active
205,Customer_205,62,Female,user205@email.com,+1-555-116-2668,2020-07-23,2021-07-24,111.75,6,Los Angeles,Active
206,Customer_206,32,Male,user206@email.com,+1-555-247-7420,2020-07-24,2021-07-25,479.58,4,Houston,Active
207,Customer_207,60,Female,user207@email.com,+1-555-331-1365,2020-07-25,2021-07-26,679.11,4,Los Angeles,Active
208,Customer_208,46,Male,user208@email.com,+1-555-327-5531,2020-07-26,2021-07-27,669.55,4,Los Angeles,Active
209,Customer_209,53,Female,user209@email.com,+1-555-498-6330,2020-07-27,2021-07-28,368.5,1,New York,Active
211,Customer_211,49,Male,user211@email.com,+1-555-490-9754,2020-07-29,2021-07-30,231.9,8,Los Angeles,Inactive
212,Customer_212,24,Male,user212@email.com,+1-555-590-9964,2020-07-30,2021-07-31,1267.68,7,New York,Active
213,Customer_213,76,Male,user213@email.com,+1-555-449-6439,2020-07-31,2021-08-01,439.07,7,New York,Active
214,Customer_214,68,Male,user214@email.com,+1-555-237-7511,2020-08-01,2021-08-02,386.45,6,New York,Active
215,Customer_215,39,Female,user215@email.com,+1-555-319-8504,2020-08-02,2021-08-03,156.57,6,Los Angeles,Inactive
216,Customer_216,45,Female,user216@email.com,+1-555-322-4839,2020-08-03,2021-08-04,229.79,4,Houston,Active
217,Customer_217,19,Female,user217@email.com,+1-555-459-3376,2020-08-04,2021-08-05,1128.55,3,Chicago,Active
218,Customer_218,59,Male,user218@email.com,+1-555-562-2827,2020-08-05,2021-08-06,549.0,6,Chicago,Active
219,Customer_219,62,Female,user219@email.com,+1-555-481-7979,2020-08-06,2021-08-07,774.14,3,Los Angeles,Active
221,Customer_221,74,Female,user221@email.com,+1-555-218-5285,2020-08-08,2021-08-09,497.46,5,Los Angeles,Active
222,Customer_222,70,Male,user222@email.com,+1-555-866-9561,2020-08-09,2021-08-10,142.76,6,New York,Inactive
223,Customer_223,23,Female,user223@email.com,+1-555-877-3196,2020-08-10,2021-08-11,611.17,6,Los Angeles,Active
224,Customer_224,45,Female,user224@email.com,+1-555-775-9843,2020-08-11,2021-08-12,278.96,4,Los Angeles,Inactive
225,Customer_225,45,Female,user225@email.com,,2020-08-12,2021-08-13,292.19,6,Chicago,Active
226,Customer_226,61,Female,user226@email.com,+1-555-958-6607,2020-08-13,2021-08-14,523.94,5,New York,Active
227,Customer_227,61,Female,user227@email.com,+1-555-869-1780,2020-08-14,2021-08-15,1376.63,3,New York,Inactive
228,Customer_228,37,Female,user228@email.com,+1-555-792-7303,2020-08-15,2021-08-16,33.07,2,Phoenix,Active
229,Customer_229,47,Male,user229@email.com,+1-555-450-4983,2020-08-16,2021-08-17,870.75,3,Phoenix,Inactive
231,Customer_231,28,Female,user231@email.com,+1-555-621-8569,2020-08-18,2021-08-19,293.42,8,Houston,Inactive
232,Customer_232,75,Female,user232@email.com,+1-555-282-6784,2020-08-19,2021-08-20,11.08,7,New York,Active
233,Customer_233,72,Female,user233@email.com,+1-555-587-6946,2020-08-20,2021-08-21,179.09,4,Phoenix,Inactive
234,Customer_234,45,Female,user234@email.com,+1-555-945-7267,2020-08-21,2021-08-22,349.21,3,New York,Active
235,Customer_235,42,Male,user235@email.com,+1-555-725-3461,2020-08-22,2021-08-23,28.91,3,Chicago,Active
236,Customer_236,56,Male,user236@email.com,+1-555-824-1685,2020-08-23,2021-08-24,337.75,6,Los Angeles,Inactive
237,Customer_237,79,Female,user237@email.com,+1-555-212-8031,2020-08-24,2021-08-25,1309.41,5,Los Angeles,Inactive
238,Customer_238,50,Female,user238@email.com,+1-555-221-6341,2020-08-25,2021-08-26,55.69,1,Los Angeles,Active
239,Customer_239,18,Female,user239@email.com,+1-555-730-1038,2020-08-26,2021-08-27,722.9,8,New York,Active
241,Customer_241,44,Female,user241@email.com,+1-555-596-5875,2020-08-28,2021-08-29,532.36,4,Los Angeles,Inactive
242,Customer_242,79,Female,user242@email.com,+1-555-332-8697,2020-08-29,2021-08-30,150.71,7,Los Angeles,Inactive
243,Customer_243,74,Female,user243@email.com,+1-555-248-8165,2020-08-30,2021-08-31,86.87,3,Chicago,Inactive
244,Customer_244,69,Female,user244@email.com,+1-555-760-1301,2020-08-31,2021-09-01,87.45,7,Phoenix,Active
245,Customer_245,30,Male,user245@email.com,+1-555-459-7381,2020-09-01,2021-09-02,36.55,5,New York,Inactive
246,Customer_246,58,Male,user246@email.com,+1-555-746-9789,2020-09-02,2021-09-03,102.68,6,Los Angeles,Active
247,Customer_247,20,Female,user247@email.com,+1-555-761-5330,2020-09-03,2021-09-04,545.65,8,New York,Active
248,Customer_248,56,Female,user248@email.com,+1-555-444-8003,2020-09-04,2021-09-05,1067.23,2,New York,Active
249,Customer_249,23,Female,user249@email.com,+1-555-896-4537,2020-09-05,2021-09-06,841.34,4,Phoenix,Inactive
251,Customer_251,44,Female,user251@email.com,+1-555-535-9474,2020-09-07,2021-09-08,58.51,4,Los Angeles,Inactive
252,Customer_252,26,Female,user252@email.com,+1-555-661-5082,2020-09-08,2021-09-09,170.67,4,New York,Active
253,Customer_253,79,Female,user253@email.com,+1-555-506-5183,2020-09-09,2021-09-10,185.39,3,Los Angeles,Active
254,Customer_254,54,Male,user254@email.com,+1-555-143-9652,2020-09-10,2021-09-11,143.81,4,Los Angeles,Active
255,Customer_255,50,Female,user255@email.com,,2020-09-11,2021-09-12,361.81,4,Houston,Active
256,Customer_256,68,Female,user256@email.com,+1-555-377-4754,2020-09-12,2021-09-13,383.45,6,Los Angeles,Active
257,Customer_257,59,Female,user257@email.com,+1-555-520-2724,2020-09-13,2021-09-14,220.72,7,New York,Inactive
258,Customer_258,61,Female,user258@email.com,+1-555-452-9706,2020-09-14,2021-09-15,218.31,3,Los Angeles,Inactive
259,Customer_259,41,Female,user259@email.com,+1-555-802-2653,2020-09-15,2021-09-16,881.75,6,New York,Active
261,Customer_261,76,Female,user261@email.com,+1-555-512-6926,2020-09-17,2021-09-18,183.94,7,Houston,Inactive
262,Customer_262,71,Female,user262@email.com,+1-555-207-8295,2020-09-18,2021-09-19,1225.48,3,New York,Active
263,Customer_263,49,Female,user263@email.com,+1-555-328-7279,2020-09-19,2021-09-20,1459.3574999999996,4,New York,Inactive
